,Element Number,Section Number,Midpoint X,Midpoint Y,Midpoint Z,Relative Chord,Chordlength,Relative Radius,Element height,Element offset,Element area,Cp_suc,Cp_pres,Circular velocity,Pressure by Lift,Cl,Cd,Cf,Cf*dx,Viscous Drag,Total Drag,alpha
224,224,19,4.431,400.309,2.351,0.255,32.587,0.9716,3.278,-1.394,18.058,-0.652,0.161,167680.882,0.014010167511411839,0.633,0.01185,0.0068045,0.0004798440327193659,0.00014934461522112853,0.0036881435835326762,0.009000000000000001
225,225,19,6.097,408.104,2.295,0.254,28.862,0.9905,2.904,-1.235,15.922,-0.534,0.085,170946.254,0.011100258996651576,0.481,0.01935,0.0071495,0.0005048059613673441,0.00014397916451176825,0.005518945984228113,-1.446
226,226,0,4.335,53.773,0.095,0.326,34.817,0.1305,8.191,-0.168,20.291,-0.886,0.306,22524.503,0.0003709604638109926,0.9620000000000001,0.018000000000000002,0.0028235,0.0002165745085949568,1.3667188543190233e-06,0.00011359111253370881,3.145
227,227,1,4.817,61.347,0.149,0.319,40.7,0.1489,8.45,-0.56,23.714,-0.888,0.304,25696.951,0.00048255314214448145,0.9620000000000001,0.018000000000000002,0.0027998333333333334,0.00021152611946002393,2.0304461645507957e-06,0.000172782590893327,3.145
228,228,1,5.338,68.946,0.023,0.314,46.809,0.1673,8.426,-1.057,27.238,-0.954,0.339,28880.084,0.0006607241344243534,1.056,0.017550000000000003,0.0025287499999999997,0.0001883269468991287,2.622694853283463e-06,0.00024440631270775267,4.131
229,229,1,5.873,76.556,-0.268,0.31,53.063,0.1858,8.065,-1.655,30.773,-0.954,0.339,32067.823,0.0008146334196225552,1.056,0.017550000000000003,0.0025287499999999997,0.00018558627087098486,3.600065091611893e-06,0.0003404408206559135,4.131
230,230,2,6.401,84.166,-0.699,0.307,59.409,0.2043,7.426,-2.347,34.286,-0.96,0.337,35255.166,0.0009881854190752592,1.056,0.017550000000000003,0.0024038333333333333,0.0001737958560605432,4.5400783285421435e-06,0.00045845957706930595,4.131
231,231,2,7.141,91.792,-1.294,0.309,65.838,0.2228,6.458,-3.131,36.709,-0.98,0.347,38449.754,0.0012027829226604948,1.08,0.01585,0.0022445,0.00015896572649889474,5.288455102423765e-06,0.0005272961362146165,4.449
232,232,3,8.291,99.275,-1.262,0.327,65.301,0.241,6.273,-3.167,41.636,-0.97,0.349,41584.238,0.0013979563416088438,1.08,0.01585,0.002471,0.00018175251459510958,8.021740689744864e-06,0.0006995479001525582,4.449000000000001
233,233,3,8.22,107.441,-0.964,0.327,64.51,0.2608,6.197,-3.129,41.637,-0.956,0.343,45004.827,0.0016124722303055292,1.0635,0.01375,0.0025485833333333333,0.00018723842964205427,9.679547582124484e-06,0.0007108251201884596,4.221
234,234,4,8.142,115.598,-0.73,0.327,63.721,0.2806,6.122,-3.09,41.061,-0.956,0.343,48421.561,0.0018666015670216688,1.0635,0.01375,0.0025485833333333333,0.00018751473617042297,1.1066374350138596e-05,0.0008114703431953875,4.221
235,235,4,8.06,123.745,-0.533,0.327,62.94,0.3004,6.046,-3.053,40.478,-0.932,0.33,51834.191,0.0020787450574439033,1.0295,0.01205,0.0026723333333333334,0.00019679576690259277,1.3119685653462217e-05,0.0008033313653665628,3.8360000000000003
236,236,4,7.977,131.883,-0.348,0.327,62.168,0.3201,5.972,-3.015,39.905,-0.932,0.33,55242.837,0.0023611333833941984,1.0295,0.01205,0.0026723333333333334,0.0001969121618555072,1.4699866679796795e-05,0.000899555374449297,3.8360000000000003
237,237,5,7.899,140.01,-0.151,0.327,61.404,0.3398,5.899,-2.978,39.455,-0.932,0.33,58647.224,0.0026611141562688408,1.0295,0.01205,0.0026723333333333334,0.00019711566011837038,1.639745025878176e-05,0.0010024027289341972,3.8360000000000003
238,238,5,7.819,148.163,0.028,0.327,60.623,0.3596,5.824,-2.94,38.875,-0.902,0.315,62062.413,0.0028717655320228247,0.9850000000000001,0.0106,0.00278125,0.00020537524356016996,1.8850924990752858e-05,0.0009729498134152568,3.378
239,239,6,7.732,156.299,0.214,0.327,59.843,0.3794,5.749,-2.902,38.382,-0.902,0.315,65470.288,0.0031958042170492263,0.9850000000000001,0.0106,0.0027812500000000003,0.00020563157742205612,2.073809954983326e-05,0.0010690179883075398,3.378
240,240,6,7.645,164.438,0.409,0.327,59.067,0.3991,5.674,-2.865,37.887,-0.872,0.299,68879.709,0.0034067063860455386,0.941,0.00945,0.0028536666666666667,0.00021127232782304194,2.3279916176608664e-05,0.001041287376041107,2.9339999999999997
241,241,7,7.56,172.586,0.601,0.327,58.293,0.4189,5.6,-2.827,37.463,-0.872,0.299,72292.82,0.0037526877798454692,0.941,0.00945,0.0028536666666666667,0.00021165128755109953,2.540222442826953e-05,0.001134181717600895,2.934
242,242,7,7.47,180.734,0.753,0.327,57.51,0.4387,5.525,-2.789,36.888,-0.872,0.299,75705.884,0.004115393574364427,0.941,0.00945,0.0028536666666666667,0.00021197425973530412,2.7472051803973496e-05,0.0012247283697168236,2.934
243,243,8,7.376,188.878,0.903,0.327,56.73,0.4584,5.45,-2.751,36.39,-0.849,0.287,79116.842,0.004356554099321281,0.9055,0.008799999999999999,0.0028892500000000003,0.00021491938351864527,3.0009416519345005e-05,0.0012287531308097465,2.5839999999999996
244,244,8,7.283,197.021,1.048,0.327,55.953,0.4782,5.375,-2.714,35.888,-0.849,0.287,82527.757,0.004740294329242124,0.9055,0.008799999999999999,0.0028892500000000003,0.00021521499376820987,3.224629345525394e-05,0.0013185297986805548,2.5839999999999996
245,245,8,7.191,205.172,1.181,0.327,55.175,0.498,5.301,-2.676,35.406,-0.829,0.276,85942.443,0.005005566890655186,0.876,0.0085,0.00290375,0.00021663488143633286,3.472775565239323e-05,0.0013625964622511408,2.294
246,246,9,7.094,213.315,1.295,0.327,54.395,0.5178,5.226,-2.638,34.87,-0.829,0.276,89353.296,0.005410769522748945,0.876,0.0085,0.00290375,0.0002169780144765349,3.702997574795675e-05,0.0014506298926966702,2.294
247,247,9,6.997,221.459,1.409,0.327,53.616,0.5375,5.151,-2.6,34.365,-0.813,0.267,92764.54,0.005698824142128013,0.851,0.00835,0.002904833333333333,0.0002173746431845447,3.940483985907184e-05,0.0015136559076208015,2.05
248,248,10,6.901,229.602,1.524,0.327,52.839,0.5573,5.076,-2.563,33.893,-0.813,0.267,96175.328,0.006125599730127471,0.851,0.00835,0.002904833333333333,0.00021773265851282854,4.1842270801872195e-05,0.001604641965895289,2.05
249,249,10,6.804,237.754,1.616,0.327,52.059,0.5771,5.001,-2.525,33.362,-0.802,0.261,99590.176,0.006464353805403633,0.8314999999999999,0.0083,0.0028998333333333333,0.0002176948914622761,4.415697273841698e-05,0.001683562123424341,1.98
250,250,11,6.705,245.898,1.698,0.327,51.28,0.5968,4.926,-2.487,32.855,-0.802,0.261,103001.708,0.006914821475955811,0.8314999999999999,0.0083,0.0028998333333333333,0.00021801707357987723,4.6584767274995445e-05,0.0017735013227796572,1.98
251,251,11,6.606,254.043,1.78,0.327,50.501,0.6166,4.852,-2.449,32.348,-0.792,0.255,106413.341,0.007269381643987102,0.8165,0.0083,0.0028961666666666667,0.00021806080259580555,4.896352853286514e-05,0.0018636879346723904,1.818
252,252,11,6.507,262.191,1.861,0.327,49.723,0.6364,4.777,-2.412,31.874,-0.792,0.255,109826.205,0.0077431428444264495,0.8165,0.0083,0.0028961666666666667,0.00021842017253199714,5.1475981913848296e-05,0.001956095194560619,1.818
253,253,12,6.407,270.338,1.916,0.327,48.943,0.6562,4.702,-2.374,31.342,-0.785,0.251,113238.924,0.008143779733204575,0.806,0.0083,0.002893,0.0002185203397243188,5.383600025540232e-05,0.002044838492762563,1.7109999999999999
254,254,12,6.307,278.483,1.971,0.327,48.164,0.6759,4.627,-2.336,30.841,-0.785,0.251,116650.662,0.008641894651711838,0.806,0.0083,0.002893,0.0002188461524198988,5.629849509660409e-05,0.0021351872268937653,1.7109999999999999
255,255,13,6.206,286.628,2.024,0.327,47.386,0.6957,4.552,-2.298,30.335,-0.781,0.248,120062.504,0.009092741833370853,0.7995000000000001,0.00825,0.0028909166666666666,0.0002190081855140101,5.8705383870915396e-05,0.0022114215311101687,1.645
256,256,13,6.106,294.778,2.071,0.327,46.607,0.7155,4.477,-2.26,29.844,-0.781,0.248,123476.21,0.009617155746351113,0.7995000000000001,0.00825,0.0028909166666666666,0.00021934041242591804,6.117806240959774e-05,0.0023010762553829413,1.645
257,257,14,6.005,302.923,2.1,0.327,45.828,0.7352,4.403,-2.223,29.321,-0.778,0.247,126887.944,0.010117751772448558,0.796,0.0082,0.0028905833333333335,0.00021963025925779685,6.355784142075549e-05,0.0023729621838603433,1.609
258,258,14,5.903,311.068,2.129,0.327,45.049,0.755,4.328,-2.185,28.813,-0.778,0.247,130299.797,0.010669173497614074,0.796,0.0082,0.0028905833333333335,0.00021992590659579992,6.594938501665651e-05,0.0024589415840421563,1.609
259,259,15,5.802,319.213,2.158,0.327,44.27,0.7748,4.253,-2.147,28.316,-0.778,0.246,133711.69,0.011222829489944224,0.795,0.0082,0.002890916666666667,0.0002202629819496385,6.835495345478038e-05,0.0025447336332591543,0.0
260,260,15,5.7,327.362,2.171,0.327,43.49,0.7946,4.178,-2.109,27.798,-0.778,0.246,137125.12,0.011803142574495462,0.795,0.0082,0.002890916666666667,0.00022057187332411805,7.067458993459156e-05,0.002627404975665512,0.0
261,261,15,5.598,335.507,2.177,0.327,42.711,0.8143,4.103,-2.071,27.29,-0.778,0.246,140536.769,0.012397769029716848,0.795,0.008150000000000001,0.002890916666666667,0.00022088107907039867,7.298097035204559e-05,0.0026928286971090003,0.0
262,262,16,5.496,343.652,2.184,0.327,41.932,0.8341,4.028,-2.034,26.785,-0.777,0.246,143948.61,0.012993070273180734,0.794,0.0081,0.0028906666666666664,0.00022117513746367168,7.524985917824298e-05,0.0027558425704330494,1.588
263,263,16,5.394,351.797,2.193,0.327,41.154,0.8539,3.954,-1.996,26.281,-0.777,0.246,147360.397,0.013616277873694106,0.794,0.0081,0.0028906666666666664,0.00022149652969630958,7.748791970559437e-05,0.002833688412526726,1.588
264,264,17,5.292,359.942,2.206,0.327,40.375,0.8736,3.879,-1.958,25.779,-0.773,0.243,150772.181,0.014159383624190999,0.7879999999999999,0.008150000000000001,0.002891833333333333,0.00022191621310982876,7.971698567063607e-05,0.002927651946251191,1.527
265,265,17,5.189,368.087,2.221,0.327,39.596,0.8934,3.804,-1.92,25.278,-0.764,0.236,154183.968,0.0145713874701873,0.7745,0.0083,0.00291475,0.00022401780071242916,8.252245874347972e-05,0.0030575088470319025,1.391
266,266,18,5.086,376.233,2.236,0.327,38.819,0.9132,3.729,-1.883,24.782,-0.75,0.234,157596.244,0.014981845650790469,0.7535,0.0086,0.0037684999999999997,0.0002900773885461877,0.00010944609456319909,0.003244776912674265,1.18
267,267,18,4.981,384.381,2.233,0.327,38.043,0.933,3.655,-1.845,24.278,-0.731,0.236,161009.131,0.015364536622360989,0.724,0.0092,0.006120083333333333,0.0004717147844989046,0.0001819948856814103,0.003549502799764087,0.89
268,268,18,5.47,392.402,2.223,0.331,36.358,0.9524,3.493,-1.798,22.444,-0.708,0.222,164369.154,0.015402605071065474,0.6845000000000001,0.0102,0.0064923333333333335,0.0005024469026747016,0.00018675948729518109,0.003791339463473942,0.506
269,269,19,6.853,400.245,2.252,0.329,32.617,0.9715,3.133,-1.582,20.075,-0.672,0.196,167654.274,0.014960589132790345,0.633,0.01185,0.0066555,0.0005180206059151267,0.00017918484060926726,0.0040989496112201155,0.009000000000000001
270,270,19,8.241,408.083,2.207,0.328,28.872,0.9905,2.774,-1.4,17.685,-0.575,0.139,170937.497,0.012783845189825503,0.481,0.01935,0.006727833333333334,0.0005244657524052504,0.00016613519498764325,0.006129506089325947,-1.446
271,271,0,7.154,53.733,-0.006,0.407,34.787,0.1304,8.166,-0.175,22.183,-0.854,0.327,22507.642,0.00036673443751545444,0.9620000000000001,0.018000000000000002,0.0022305,0.00018925602205836932,1.303755700196037e-06,0.00012399923842999788,3.145
272,272,1,8.088,61.22,-0.153,0.4,40.599,0.1486,8.34,-0.596,26.03,-0.854,0.327,25643.726,0.00047605148848232833,0.9620000000000001,0.018000000000000002,0.0022305,0.00018741069244946156,1.966490143694366e-06,0.00018887301532191894,3.145
273,273,1,9.067,68.73,-0.492,0.395,46.633,0.1668,8.264,-1.124,30.026,-0.919,0.353,28789.512,0.0006460526753544631,1.056,0.017550000000000003,0.0023003333333333335,0.00019129518442720803,2.91825713387671e-06,0.00026772975416443297,4.131
274,274,1,10.053,76.25,-1.01,0.391,52.809,0.1851,7.845,-1.771,34.015,-0.919,0.353,31939.421,0.0007951579597307753,1.056,0.017550000000000003,0.0023003333333333335,0.00018890206149539782,4.018089596207201e-06,0.0003733017620623181,4.131
275,275,2,11.024,83.767,-1.681,0.388,59.075,0.2033,7.187,-2.529,37.946,-0.925,0.35,35088.212,0.0009622206594146189,1.056,0.017550000000000003,0.0024005,0.00019429854735417466,5.564357100325263e-06,0.0005026000885776062,4.131
276,276,2,12.172,91.289,-2.53,0.389,65.415,0.2216,6.092,-3.398,39.946,-0.946,0.358,38239.081,0.0011690150895261838,1.08,0.01585,0.0024417500000000003,0.00019302000812766487,6.911213639003405e-06,0.0005675201096549099,4.449
277,277,3,13.584,98.602,-2.633,0.41,65.366,0.2393,5.742,-3.502,46.324,-0.931,0.363,41302.117,0.0013540349512888522,1.08,0.01585,0.0022655833333333334,0.00018428917073016446,8.927129376025907e-06,0.0007677879283378352,4.449
278,278,3,13.468,106.786,-2.257,0.41,64.574,0.2592,5.673,-3.46,46.449,-0.909,0.359,44730.579,0.001554094938890159,1.0635,0.01375,0.0020789166666666664,0.0001687136889581524,9.611570643016035e-06,0.0007833335703675538,4.221
279,279,4,13.337,114.961,-1.951,0.41,63.782,0.279,5.603,-3.417,45.796,-0.909,0.359,48154.712,0.0018011342443022972,1.0635,0.01375,0.0020789166666666664,0.00016893932388290555,1.0997521036224623e-05,0.0008950900878051259,4.221
280,280,4,13.197,123.124,-1.688,0.41,62.999,0.2988,5.534,-3.375,45.123,-0.909,0.359,51574.031,0.0020660016614587333,1.0635,0.01375,0.0020789166666666664,0.0001690530290108148,1.2437690342378514e-05,0.001011624832801807,4.221
281,281,4,13.056,131.275,-1.441,0.41,62.225,0.3186,5.466,-3.334,44.458,-0.885,0.349,54988.514,0.002287054381924308,1.0295,0.01205,0.0020636666666666668,0.00016787770164035465,1.3834079172648445e-05,0.0009929886602065682,3.836
282,282,5,12.92,139.416,-1.182,0.41,61.459,0.3384,5.399,-3.293,43.963,-0.885,0.349,58398.507,0.002579502866336136,1.0295,0.01205,0.0020636666666666668,0.0001680403497882418,1.5444082515193354e-05,0.001107479212835475,3.836
283,283,5,12.783,147.587,-0.944,0.41,60.679,0.3582,5.33,-3.251,43.287,-0.86,0.336,61820.915,0.0028011632902514845,0.9850000000000001,0.0106,0.00209175,0.00017050460109469307,1.7291226876216376e-05,0.0010749680871432997,3.378
284,284,6,12.637,155.735,-0.707,0.41,59.897,0.378,5.262,-3.209,42.729,-0.86,0.336,65234.079,0.0031190091285873732,0.9850000000000001,0.0106,0.00209175,0.00017071998624308108,1.9029020875339723e-05,0.0011815114663341058,3.378
285,285,6,12.494,163.888,-0.459,0.41,59.119,0.3978,5.193,-3.167,42.179,-0.835,0.324,68649.118,0.003348604010711406,0.941,0.00945,0.0021188333333333332,0.00017318762329927249,2.1103051769050145e-05,0.0011514901320223937,2.934
286,286,7,12.352,172.049,-0.211,0.41,58.344,0.4176,5.125,-3.126,41.732,-0.842,0.321,72067.864,0.003703737300456976,0.941,0.00945,0.0022434166666666666,0.00018372339232384315,2.4410288035825915e-05,0.0012555680527167048,2.9339999999999997
287,287,7,12.202,180.216,-0.014,0.41,57.559,0.4374,5.056,-3.084,41.059,-0.835,0.324,75488.879,0.004049112273330956,0.941,0.00945,0.0021188333333333332,0.000173770027556958,2.4923324824769602e-05,0.0013553857526832278,2.934
288,288,7,12.048,188.374,0.18,0.41,56.778,0.4572,4.988,-3.042,40.504,-0.823,0.311,78905.725,0.004327285547682676,0.9055,0.008799999999999999,0.0022604166666666667,0.00018565505743507233,2.8700190525039728e-05,0.0013603813443578072,2.5839999999999996
289,289,8,11.895,196.531,0.369,0.41,56.0,0.477,4.919,-3.0,39.934,-0.823,0.311,82322.775,0.004710191107781972,0.9055,0.008799999999999999,0.0022604166666666667,0.000185904958826395,3.0841178014963615e-05,0.001459898478475367,2.5839999999999996
290,290,8,11.742,204.701,0.545,0.41,55.221,0.4968,4.851,-2.959,39.418,-0.801,0.305,85744.869,0.004985632019273985,0.876,0.0085,0.0021408333333333336,0.00017635382241699531,3.1329453294651155e-05,0.0015100344826938742,2.294
291,291,9,11.583,212.858,0.693,0.41,54.439,0.5166,4.782,-2.917,38.795,-0.801,0.305,89161.628,0.00539088318241313,0.876,0.0085,0.002140833333333333,0.00017663891308225855,3.339504560741049e-05,0.001606995212492052,2.294
292,292,9,11.424,221.016,0.841,0.41,53.658,0.5364,4.714,-2.875,38.229,-0.788,0.298,92578.964,0.005706041561454026,0.851,0.00835,0.0021411666666666662,0.00017693180332762072,3.553698263286358e-05,0.001677108351373978,2.05
293,293,10,11.265,229.173,0.991,0.41,52.88,0.5562,4.645,-2.833,37.71,-0.788,0.298,95995.618,0.006134979458370889,0.851,0.00835,0.0021411666666666662,0.00017723592367437031,3.7754915515453316e-05,0.001778722608929102,2.05
294,294,10,11.105,237.343,1.114,0.41,52.099,0.5761,4.577,-2.791,37.103,-0.778,0.293,99417.883,0.006486998234448925,0.8314999999999999,0.0083,0.002139833333333333,0.00017739166504254094,3.987739408013044e-05,0.0018658281987809775,1.98
295,295,11,10.943,245.502,1.223,0.41,51.318,0.5959,4.508,-2.749,36.532,-0.778,0.293,102835.587,0.006940673627169977,0.8314999999999999,0.0083,0.002139833333333333,0.00017765380724934983,4.207237483091966e-05,0.00196562469728839,1.98
296,296,11,10.78,253.661,1.332,0.41,50.538,0.6157,4.44,-2.708,35.961,-0.77,0.287,106253.421,0.007317695386496787,0.8165,0.0083,0.0021514999999999998,0.0001788858667525381,4.4519835043200363e-05,0.0020656446345743537,1.818
297,297,11,10.618,261.824,1.441,0.41,49.758,0.6355,4.371,-2.666,35.44,-0.77,0.287,109672.586,0.0077962302048692885,0.8165,0.0083,0.0021514999999999998,0.000179182721094471,4.6821233590154135e-05,0.002168826527605796,1.818
298,298,12,10.454,269.988,1.516,0.41,48.977,0.6553,4.302,-2.624,34.83,-0.765,0.283,113092.206,0.00821370183415824,0.806,0.0083,0.002168666666666667,0.0001808810550693623,4.939342668137797e-05,0.002266491873890431,1.7109999999999999
299,299,12,10.289,278.147,1.591,0.41,48.196,0.6751,4.234,-2.582,34.268,-0.765,0.283,116510.122,0.008717679496088657,0.806,0.0083,0.002168666666666667,0.00018115157840276912,5.16552440105987e-05,0.002366739109138314,1.7109999999999999
300,300,13,10.124,286.308,1.663,0.41,47.416,0.6949,4.165,-2.54,33.699,-0.761,0.28,119928.25,0.009180209090495554,0.7995000000000001,0.00825,0.0021878333333333333,0.00018302283480549364,5.4378708200793135e-05,0.002451193279425029,1.645
301,301,13,9.96,294.473,1.73,0.41,46.636,0.7147,4.097,-2.499,33.158,-0.761,0.28,123348.719,0.009711333452398628,0.7995000000000001,0.00825,0.0021878333333333333,0.00018331464496581398,5.669152583290937e-05,0.002551378741227815,1.645
302,302,14,9.793,302.633,1.772,0.41,45.855,0.7345,4.028,-2.457,32.568,-0.76,0.278,126766.708,0.01022025642578395,0.796,0.0082,0.0022035,0.000184917539552229,5.932600252085658e-05,0.002630757589837075,1.609
303,303,14,9.626,310.793,1.815,0.41,45.075,0.7544,3.96,-2.415,32.004,-0.76,0.278,130184.784,0.010778835054889059,0.796,0.0082,0.0022035,0.00018519820503493724,6.157763664406767e-05,0.002726466060435628,1.609
304,304,14,9.46,318.954,1.858,0.41,44.295,0.7742,3.891,-2.373,31.453,-0.759,0.277,133602.955,0.011339771242379578,0.795,0.0082,0.0022100833333333334,0.00018603810843734948,6.402673237144826e-05,0.0028221056957407316,0.0
305,305,15,9.293,327.119,1.882,0.41,43.514,0.794,3.823,-2.331,30.874,-0.759,0.277,137023.199,0.01192780053628778,0.795,0.0082,0.0022100833333333334,0.00018630869012211917,6.620170007249853e-05,0.002913733869518729,0.0
306,306,15,9.124,335.278,1.896,0.41,42.733,0.8138,3.754,-2.289,30.302,-0.759,0.277,140440.996,0.012530256571858384,0.795,0.008150000000000001,0.0022100833333333334,0.000186576088478133,6.835650210731732e-05,0.0029859426077523854,0.0
307,307,16,8.956,343.438,1.911,0.41,41.953,0.8336,3.685,-2.248,29.735,-0.758,0.277,143859.082,0.013133684373315791,0.794,0.0081,0.0022147499999999997,0.00018723100417877747,7.0628473918216e-05,0.0030555336774847875,1.588
308,308,16,8.789,351.598,1.928,0.41,41.173,0.8534,3.617,-2.206,29.169,-0.758,0.277,147277.097,0.013765197101542335,0.794,0.0081,0.0022147499999999997,0.000187497587109237,7.271878742482304e-05,0.0031414920438304064,1.588
309,309,17,8.621,359.758,1.948,0.41,40.393,0.8732,3.548,-2.164,28.605,-0.76,0.27,150695.106,0.014347490555761082,0.7879999999999999,0.008150000000000001,0.0023662500000000003,0.00020061970328735514,7.988694146986672e-05,0.0032453371344431194,1.527
310,310,17,8.454,367.918,1.972,0.41,39.613,0.893,3.48,-2.122,28.046,-0.753,0.274,154113.117,0.014960684029444548,0.7745,0.0083,0.00309875,0.00026313445296803807,0.00010744390813383606,0.003389082757700152,1.391
311,311,18,8.286,376.079,1.995,0.41,38.834,0.9128,3.411,-2.081,27.492,-0.742,0.28,157531.691,0.015542231097065953,0.7535,0.0086,0.00521275,0.00044334638475622027,0.00018541299503897754,0.0035966274050300237,1.18
312,312,18,8.115,384.242,1.998,0.41,38.056,0.9326,3.343,-2.039,26.928,-0.726,0.266,160950.995,0.01576720722378571,0.724,0.0092,0.005520583333333334,0.0004701298436123515,0.0002010329187115623,0.003934025625634164,0.89
313,313,18,8.454,392.285,1.993,0.413,36.414,0.9521,3.199,-1.951,24.927,-0.702,0.257,164319.999,0.015876164430331182,0.6845000000000001,0.0102,0.005335416666666667,0.00045515312352631805,0.00018778874196715898,0.004208353341014184,0.506
314,314,19,9.531,400.174,2.053,0.412,32.651,0.9713,2.868,-1.749,22.322,-0.676,0.242,167624.634,0.015801648260124417,0.633,0.01185,0.0053535,0.00045969535463593914,0.00017673982736796302,0.0045559889461337265,0.009000000000000001
315,315,19,10.606,408.06,2.032,0.41,28.884,0.9904,2.537,-1.547,19.653,-0.598,0.198,170927.674,0.014246229790224985,0.481,0.01935,0.005460666666666666,0.0004699157101223621,0.00016539952364568022,0.006810755021811324,-1.446
316,316,0,10.266,53.693,-0.154,0.497,34.757,0.1303,8.12,-0.172,24.247,-0.766,0.348,22490.913,0.0003453600474579047,0.9620000000000001,0.018000000000000002,0.000936,8.786515355093972e-05,6.606090894134602e-07,0.00013533196186299855,3.145
317,317,1,11.696,61.085,-0.583,0.491,40.492,0.1483,8.226,-0.591,28.468,-0.766,0.348,25587.214,0.000446996327710182,0.9620000000000001,0.018000000000000002,0.000936,8.726596514171529e-05,9.97030447327697e-07,0.00020565346435754548,3.145
318,318,1,13.178,68.491,-1.202,0.486,46.439,0.1662,8.022,-1.125,32.914,-0.843,0.369,28689.34,0.0006115159666883006,1.056,0.017550000000000003,0.0013501666666666666,0.00012486853874451898,2.0736444417551325e-06,0.00029144619067947563,4.131
319,319,1,14.659,75.903,-2.003,0.482,52.522,0.1842,7.527,-1.78,37.369,-0.843,0.369,31794.183,0.0007510381864703464,1.056,0.017550000000000003,0.0013501666666666666,0.00012343945098590548,2.858378176784473e-06,0.0004063898259584399,4.131
320,320,2,16.113,83.311,-2.962,0.478,58.693,0.2022,6.571,-2.556,41.752,-0.849,0.367,34897.382,0.0009083455645979143,1.056,0.017550000000000003,0.0013927499999999999,0.00012552296405265428,3.912386619868412e-06,0.0005470105466111219,4.131
321,321,2,17.7,90.719,-4.101,0.479,64.934,0.2202,5.499,-3.454,43.38,-0.813,0.374,38000.447,0.001050290876488457,1.08,0.01585,0.0046089166666666665,0.0004052404829847157,1.55611555461627e-05,0.0006086369100887222,4.449
322,322,3,19.383,97.871,-4.418,0.503,65.437,0.2376,4.965,-3.57,51.158,-0.756,0.377,40996.236,0.0011675318449938122,1.08,0.01585,0.0066285,0.0005924865325736497,3.122757545915572e-05,0.0008353895722787454,4.449
323,323,3,19.221,106.072,-3.957,0.503,64.643,0.2575,4.905,-3.527,51.442,-0.795,0.373,44431.333,0.0014137837811993737,1.0635,0.01375,0.0022329166666666665,0.0001988103170597245,1.2376449267571131e-05,0.0008559725669467169,4.221
324,324,3,19.036,114.263,-3.568,0.503,63.85,0.2773,4.845,-3.483,50.723,-0.795,0.373,47862.241,0.0016405534327159138,1.0635,0.01375,0.002232916666666667,0.00019903373763654347,1.4176828590283906e-05,0.000979388697771274,4.221
325,325,4,18.836,122.442,-3.225,0.502,63.064,0.2972,4.785,-3.44,49.976,-0.795,0.373,51288.273,0.0018838246086678651,1.0635,0.01375,0.002232916666666667,0.00019915537270193668,1.6048931627702554e-05,0.0011080434682079966,4.221
326,326,4,18.634,130.609,-2.9,0.502,62.288,0.317,4.726,-3.398,49.234,-0.8,0.365,54709.19,0.0021373986880098574,1.0295,0.01205,0.00100325,8.9523181271422e-05,8.086846636109254e-06,0.0010885057990697637,3.8360000000000003
327,327,5,18.437,138.766,-2.567,0.502,61.52,0.3368,4.668,-3.356,48.728,-0.8,0.365,58126.104,0.002412722619921294,1.0295,0.01205,0.00100325,8.966494539218006e-05,9.049106893757803e-06,0.0012161022079793893,3.8360000000000003
328,328,5,18.238,146.955,-2.257,0.502,60.74,0.3567,4.609,-3.314,47.914,-0.77,0.355,61556.481,0.002613824146756313,0.9850000000000001,0.0106,0.0008738333333333333,7.816944064961912e-05,8.699680331084177e-06,0.0011797015655112225,3.378
329,329,6,18.03,155.117,-1.959,0.502,59.956,0.3765,4.549,-3.271,47.307,-0.77,0.355,64975.43,0.002912239664260769,0.9850000000000001,0.0106,0.0008738333333333333,7.826661636615938e-05,9.582169352716081e-06,0.0012977563085595117,3.378
330,330,6,17.826,163.285,-1.65,0.502,59.176,0.3963,4.49,-3.228,46.702,-0.746,0.345,68396.704,0.0031267184661226835,0.941,0.00945,0.0008316666666666666,7.461652274768999e-05,9.993131923246601e-06,0.0012656057022920426,2.9339999999999997
331,331,7,17.623,171.46,-1.339,0.502,58.4,0.4162,4.431,-3.186,46.231,-0.746,0.345,71821.039,0.0034476391619511553,0.941,0.00945,0.0008316666666666666,7.476981011663803e-05,1.0930085829132425e-05,0.001381430699424996,2.9339999999999997
332,332,7,17.409,179.648,-1.087,0.502,57.614,0.436,4.372,-3.143,45.459,-0.746,0.345,75250.935,0.003784793910784787,0.941,0.00945,0.0008316666666666666,7.4872872976165e-05,1.1814872188885316e-05,0.001491201522619668,2.9339999999999993
333,333,7,17.19,187.821,-0.842,0.502,56.831,0.4559,4.312,-3.1,44.848,-0.727,0.336,78674.13,0.0040355244473770455,0.9055,0.008799999999999999,0.0008176666666666666,7.373358823799199e-05,1.2546694690097397e-05,0.0014974303558438068,2.5839999999999996
334,334,8,16.972,195.994,-0.601,0.502,56.051,0.4757,4.253,-3.058,44.206,-0.727,0.336,82097.897,0.004394405716264635,0.9055,0.008799999999999999,0.0008176666666666666,7.384072377043148e-05,1.3486560828541577e-05,0.0016072666847110502,2.5839999999999996
335,335,8,16.753,204.183,-0.374,0.502,55.27,0.4956,4.194,-3.015,43.668,-0.713,0.329,85527.929,0.004672451520674482,0.876,0.0085,0.0008115,7.341402389638093e-05,1.4375385788247897e-05,0.0016644065086606802,2.294
